id,comment,food,drink,price,staff,service,space,hygiene
41,"Tối t6 quán rất đông vui, rôm rả tiếng cười nói. Rất thích không khí của quán!
• Mì ý sốt kem rất vừa miệng, nhưng sốt kem hơi đặc quá, mình thì thích sốt lỏng hơn một chút ăn ngon hơn.
• Salad rưới sốt chua chua ngọt ngọt, rất dễ ăn, ai thích món salad thì cứ triển 👍
• PIZZA rẻ mình cứ nghĩ nhỏ lắm, ai ngờ bưng ra size to cơ chứ, mà nhân và cả đế không thua kém gì pizza Giang nhé! Mình ko thể phân biệt được luôn í! Nhất định phải ord 👍👍
• Trà đào 30k ngọt lịm hà 😋 các đồ uống khác trên bàn đều là ly to và ngon hết!
👉 Hai chị nhân viên rất nhanh nhẹn và lịch sự!
Nôm nôm đã cho mình một bữa tiệc không có gì để chê. Rất hài lòng 💯💯",1,1,1,1,0,1,0
42,"Mình ghé Nôm Nôm vào thời điểm quán khá đông, bên trong quán không còn chổ nên mình ngồi ở ngoài, vì có nhiều cây nên muỗi đốt nhiều lắm luôn, mình gọi 1 trà đào dâu, 1 chè hạt sen tươi hạt đát, 1 bánh Opera Matcha và 1 bánh Tiramisu. Bánh Tiramisu khá ngon và lạ miệng, vừa ăn. Bánh Opera Matcha thì đậm chất trà xanh luôn. Chè hạt sen hạt đát và trà đào thì bị ngọt, mình phải xin thêm đá để dễ ăn hơn, hạt đát hơi cứng. Đối với người dễ tính như mình vậy là OK rồi.
Mình khá thít ly nước lọc ở đây, nhìn rất vui mắt.",1,1,0,0,0,0,0
43,"Quán đưpj cực kỳ, thích nhất tầng thượng, đồ uống cũng được, đến đây thì 1m cuông chắc là ngàn cái ảnh :))",0,1,0,0,0,1,0
44,"Nước ổn, giá cả phải chăng, design khá đẹp, mặt tiền đẹp luôn. Ok đó mọi người :)",0,1,1,0,0,1,0
45,"Quán coffee đẹp, nhiều góc chụp đẹp, bày trí không gian hơi ngộp và tối nhưng lối trang trí làm ng đến thích mê ngay từ lần đầu tiên.
Đồ uống khá, k quá ngon cũng k đến mức dở. 
Nhạc thì thường mở nhạc nc ngoài, nhạc cũ cũ của những thập niên trước ak. Nhạc hay, k xô bồ nhạc chợ.
Trên mỗi bàn đều có nút Call để gọi nhân viên, nút này xài cảm ứng nhé.
Quán có 2 tầng, trệt là để xe. Tầng 1 ngồi mát mẻ, máy lạnh chạy tốt, thường khách hay ngồi ở dưới hơn. Tầng 2 không gian nhìn thích hơn, thoải mái hơn vì có ít nhân viên và ít khách lên, chỉ có 1 điều là k có máy lạnh hay máy lạnh yếu hoặc hư nên nóng và hầm lắm, ngồi ráng 1 tí xem có mát hơn k nhưng hoàn toàn vô vọng.
Giá cả k mắc, mình cảm thấy giá cũng trung bình và hợp lý.Xem thêm",0,1,1,1,1,1,0
46,"Trên đường đi mình tình cờ thấy quán này, ấn tượng vì quán có cửa kính panorama view xuống Trại Mát siêu đẹp. Nhân viên rất thân thiện lễ phép. Mà giá đồ uống thì rẻ nữa. Ngoài ra quán có cái máy đánh chữ cổ rất hay, nhân viên sẽ đưa giấy trắng cho bạn gõ thoải mái. Lần sau có dịp lên Đà Lạt nhất định quay lại quán.",0,1,1,1,0,0,0
47,"Đã quay lại và cảm thấy vẫn tuyệt vời như lần đầu. 
Đồ uống siêu ngon, anh chị phục vụ siêu dễ thương, view siêu đẹp.",0,1,0,1,0,1,0
48,"Chị phục vụ dễ thương, order nhanh
Đồ uống ngon
Price, view ok
Mới đầu đi ngang qua thấy rất nhiều xe trước quán, nhưng khi vô thì lại k có ai cả. Hóa ra quán có 2 tầng, đây là lý do để ghé lại.",0,1,1,1,0,1,0
49,"Cảm ơn Memory đã đồng hành cùng Noi247.com tổ chức Gala Nối Thành Công
Anh em Nối Sài Gòn sẽ sớm trở lại đây :)\
Phục vụ chu đáo, nhiệt tình.
Đồ ăn ngon, vệ sinh sạch sẽ",1,0,0,1,0,0,1
50,"Mình lên Đà Lạt chơi và tình cơ search ra quán, đến thì thích ngay từ cái nhìn đầu tiên luôn, bánh nước nói thật thì rất ngon và chất lượng, quán trang trí nhìn ấm cúng thoải mái lắm... Nói chung thích cực kì 👌👌👌",1,0,0,0,0,1,0
51,"Quán nằm gần chợ Đà Lạt 
Tầng trên có khách sạn 🏨 giá cũng rẻ nữa...so với vị trí như vậy thì quá ổn cho một chuyến đi nếu bạn muốn tiết kiệm. .
Quán cafe nằm ở tầng dưới, quán nhỏ nhưng menu đầy đủ smoothies, cafe ý , soda luôn nha
Cafe ngon, đậm mùi cafe lắm luôn☕☕
Giá cũng rẻ nữa",0,1,1,0,0,0,0
52,"Chỗ này không gian kiểu rộng rãi, sáng sủa mà lịch sự lắm nhé. Nhân viên phục vụ cũng thân thiện nhiệt tình, kiểu có thể họp mặt gia đình, tụ tập bạn bè, hẹn hò lãng mạn đều ổn.
Bữa mình đi là kiểu họp mặt hội bạn cũ thôi, thấy phục vụ dễ thương,
Món ăn cũng ok lắm nhé, nêm nếm đa phần là vừa miệng, giá cả không quá mắc, phù hợp hoàn toàn với chất lượng món ăn cũng như chất lượng phục vụ.
:D",1,0,1,1,0,1,0
53,"Quán nằm giữa Karaoke Suka và Karaoker Hoàng.
Quán không quá to, được bày trí cũng rất lịch sự, vừa phải nhưng không có gì đặc sắc.
Quán mới khai trương từ tháng 6 thôi, nên nhân viên ở đây cũng nhiệt tình giới thiệu các món đặc trưng của quán.
Nghe bảo ở đây có cả mỳ cay và lẫu ly, chỉ từ 20-25k thôi, mà lại được mua trà Đào, trà sữa với giá chỉ 8k.
Các món khác ở đây, giá cũng khá bình dân, chỉ từ 10k trở đi thôi. Ban ngày còn có cả Chuối nướng nữa.
Thức ăn và thức uống không quá đặc sắc nhưng bù lại giá rất bình dân, phù hợp cho học sinh sinh viên",1,1,1,1,0,1,0
54,"Đồ uống ngon, view đẹp, bạn nào thích chụp hình sống ảo thì quán này cực kì phù hợp luôn.",0,1,0,0,0,1,0
55,"Thứ 7 vừa rồi đi chung với mấy đứa bạn, quán khá đông nhưng order ra món cũng nhanh, nhân viên lịch sự, lễ phép, matcha uống khá ngon, thơm và đậm vị. Cá nhân mình chưa thử mấy món khác, bạn mình gọi chocobana và soda việt quất, vị cũng khá ngon, giá mềm hơn những quán khác. Không gian quán dễ thương, âm nhạc dễ chịu. Sẽ quay lại đây dài dài :D",0,1,1,1,1,1,0
56,"Thích cái món dâu tươi sữa chua ở quán, lần nào tới cũng uống đúng món đó. Lần này tới kêu nhân viên món đó nhưng không hiểu sao cái ly lại toàn sữa đặc với dâu cắt lát. Không thấy 1 miếng sữa chua nào hết. Đã vậy nhân viên còn không nhiệt tình, kiểu có khách cũng được không có cũng chẳng sao. Lần trước tới có nhân viên dắt xe cho khách. Lần này tới khách tự để xe, nhân viên ngồi đó chỉ chỏ phải dắt xe sát vô nhau. 
Thất vọng....",0,1,0,1,1,0,0
57,"Nhân viên nhiệt tình vui vẻ, không gian yên tỉnh, nhạc nhẹ nhàng, là nơi thích hợp để làm việc, giá cả cũng ok",0,0,1,1,1,1,0
58,"Mọi lần đi mình toàn ngồi ngoài chưa vào trong uống thử bao giờ nhưng cảm thấy ở ngoài ngồi rất thoáng mát và không gian cũng ok, nhân viên phục vụ rất nhiệt tình, mình ghé vài lần và chỉ uống americano và cảm thấy k ngon lắm chỉ ở mứt bình thường, một điểm nửa là chỗ gửi xe xa quá 😞😞",0,1,0,1,1,1,0
59,...,0,0,0,0,0,0,0
60,"Review một chút về bánh của Highlands. Bánh ở Highlands cũng có nhiều loại để lựa chọn. Mình thì hầu như đã thử qua hết và nhận thấy là nó không ngon. Nhưng mà hôm nay ăn phải cái bánh không nuốt nổi. Vị rất khó ăn. Đó là kiểu cookie màu nâu có hạnh nhân ở trên. Ban đầu mình nghĩ là vị socola, nhưng hoá ra là vị quế hay nghệ j đó, mình đoán là 1 trong 2 cái đó, rất khó ăn. Mình lấy 2 loại cookie nhưng chỉ ăn 1 cái, còn cái kia bỏ. Các bạn không nên mua nhé.",1,0,0,0,0,0,0
